Aruba;Africa Eastern and Southern;Afghanistan;Africa Western and Central;Angola;Albania;Andorra;Arab World;United Arab Emirates;Argentina;Armenia;American Samoa;Antigua and Barbuda;Australia;Austria;Azerbaijan;Burundi;Belgium;Benin;Burkina Faso;Bangladesh;Bulgaria;Bahrain;Bahamas, The;Bosnia and Herzegovina;Belarus;Belize;Bermuda;Bolivia;Brazil;Barbados;Brunei Darussalam;Bhutan;Botswana;Central African Republic;Canada;Central Europe and the Baltics;Switzerland;Channel Islands;Chile;China;Cote d'Ivoire;Cameroon;Congo, Dem, Rep,;Congo, Rep,;Colombia;Comoros;Cabo Verde;Costa Rica;Caribbean small states;Cuba;Curacao;Cayman Islands;Cyprus;Czech Republic;Germany;Djibouti;Dominica;Denmark;Dominican Republic;Algeria;East Asia & Pacific (excluding high income);Early-demographic dividend;East Asia & Pacific;Europe & Central Asia (excluding high income);Europe & Central Asia;Ecuador;Egypt, Arab Rep,;Euro area;Eritrea;Spain;Estonia;Ethiopia;European Union;Fragile and conflict affected situations;Finland;Fiji;France;Faroe Islands;Micronesia, Fed, Sts,;Gabon;United Kingdom;Georgia;Ghana;Gibraltar;Guinea;Gambia, The;Guinea-Bissau;Equatorial Guinea;Greece;Grenada;Greenland;Guatemala;Guam;Guyana;High income;Hong Kong SAR, China;Honduras;Heavily indebted poor countries (HIPC);Croatia;Haiti;Hungary;IBRD only;IDA & IBRD total;IDA total;IDA blend;Indonesia;IDA only;Isle of Man;India;Not classified;Ireland;Iran, Islamic Rep,;Iraq;Iceland;Israel;Italy;Jamaica;Jordan;Japan;Kazakhstan;Kenya;Kyrgyz Republic;Cambodia;Kiribati;St, Kitts and Nevis;Korea, Rep,;Kuwait;Latin America & Caribbean (excluding high income);Lao PDR;Lebanon;Liberia;Libya;St, Lucia;Latin America & Caribbean;Least developed countries: UN classification;Low income;Liechtenstein;Sri Lanka;Lower middle income;Low & middle income;Lesotho;Late-demographic dividend;Lithuania;Luxembourg;Latvia;Macao SAR, China;St, Martin (French part);Morocco;Monaco;Moldova;Madagascar;Maldives;Middle East & North Africa;Mexico;Marshall Islands;Middle income;North Macedonia;Mali;Malta;Myanmar;Middle East & North Africa (excluding high income);Montenegro;Mongolia;Northern Mariana Islands;Mozambique;Mauritania;Mauritius;Malawi;Malaysia;North America;Namibia;New Caledonia;Niger;Nigeria;Nicaragua;Netherlands;Norway;Nepal;Nauru;New Zealand;OECD members;Oman;Other small states;Pakistan;Panama;Peru;Philippines;Palau;Papua New Guinea;Poland;Pre-demographic dividend;Puerto Rico;Korea, Dem, People's Rep,;Portugal;Paraguay;West Bank and Gaza;Pacific island small states;Post-demographic dividend;French Polynesia;Qatar;Romania;Russian Federation;Rwanda;South Asia;Saudi Arabia;Sudan;Senegal;Singapore;Solomon Islands;Sierra Leone;El Salvador;San Marino;Somalia;Serbia;Sub-Saharan Africa (excluding high income);South Sudan;Sub-Saharan Africa;Small states;Sao Tome and Principe;Suriname;Slovak Republic;Slovenia;Sweden;Eswatini;Sint Maarten (Dutch part);Seychelles;Syrian Arab Republic;Turks and Caicos Islands;Chad;East Asia & Pacific (IDA & IBRD countries);Europe & Central Asia (IDA & IBRD countries);Togo;Thailand;Tajikistan;Turkmenistan;Latin America & the Caribbean (IDA & IBRD countries);Timor-Leste;Middle East & North Africa (IDA & IBRD countries);Tonga;South Asia (IDA & IBRD);Sub-Saharan Africa (IDA & IBRD countries);Trinidad and Tobago;Tunisia;Turkey;Tuvalu;Tanzania;Uganda;Ukraine;Upper middle income;Uruguay;United States;Uzbekistan;St, Vincent and the Grenadines;Venezuela, RB;British Virgin Islands;Virgin Islands (U,S,);Vietnam;Vanuatu;World;Samoa;Kosovo;Yemen, Rep,;South Africa;Zambia;Zimbabwe
590,6111111;44,5765074;58,26939466;49,40553474;25,52763215;104,1675547;164,1404255;32,70738429;137,5742889;16,42082662;103,889287;276,56;220,7159091;3,297670183;107,6093068;121,2800711;449,0100078;379,4247028;104,6572455;74,27406067;1252,563363;64,25719418;2104,05641;38,90969031;64,47261719;46,40732092;17,11315213;1183,574074;10,62780578;25,25077577;667,4906977;82,21935484;20,00770844;4,064903923;7,616904234;4,193074187;92,56227704;217,0076296;870,020202;25,48919885;149,3675732;80,86966667;54,7405111;38,28348206;15,7555022;45,37128707;457,222461;136,4605459;98,85548374;18,28180561;109,1857803;354,5968468;270,6166667;129,7158009;138,236658;237,8297613;41,99987058;95,744;145,36055;222,2926309;18,07629545;131,3229381;98,7550399;95,93758105;18,50738286;33,54744027;69,95352311;100,8469295;127,6004267;34,62492079;94,34185906;30,52445365;99,24615983;111,8096871;45,55602185;18,16795867;48,71127531;122,8163022;34,86891117;162,5871429;8,431629604;276,2630802;65,08556982;133,6813659;3370,6;51,97479245;231,9857708;68,31141536;48,34160428;83,17751746;329,4176471;0,136983798;154,946118;309,8055556;3,976504953;34,64728596;7149,904762;87,10443293;41,41626049;71,83694999;408,6748549;107,0692636;67,90750306;67,63389222;66,85573326;128,0804486;144,1399885;53,82776028;148,4017544;459,5796959;;71,62636087;50,90614517;90,54884504;3,575949618;418,3918669;200,6149229;272,23241;113,783476;346,4058464;6,85767789;92,37440173;33,66110532;93,39758668;145,1950617;203,2076923;530,2409557;236,0873737;32,3710405;31,06350087;670,1572825;51,26011213;3,851832297;299,6639344;32,25867199;50,7234679;43,32548859;237,625;352,4343722;128,3378747;68,46578215;70,00220685;51,80870377;44,61339614;255,1444444;30,8233532;19466,44377;760,04;81,72029128;19223,97632;92,7241551;46,35494328;1769,856667;40,69279998;65,62696006;326,6166667;73,2144232;82,34314036;16,11062457;1575,19375;82,79143676;45,0703696;46,24743494;2,071058369;124,376087;38,61497368;4,390897448;623,5029557;197,589616;97,24483032;20,20570622;3,029945706;14,84135667;18,40271493;220,6524183;54,39174838;515,1432729;14,64744184;199,5724799;538,2;18,91040978;38,43337978;16,07428756;15,43155646;280,9325926;57,24739475;25,39879844;362,6006037;39,1326087;19,37932032;124,0012901;46,61467201;360,0556933;213,1563658;112,2885828;17,73128366;778,2900332;38,81429907;35,49475969;79,34232955;246,4813751;84,19527121;8,817695994;511,8337252;384,7980359;15,94114919;23,15187997;84,64323482;8044,526093;23,93072526;108,2461485;311,4647683;564,4;24,61648548;79,41041619;46,40463649;17,50533581;46,40783439;16,49302951;224,0083333;3,726685897;113,4389975;103,7119346;25,23602907;66,7519186;1198,029412;212,2282609;92,95938572;40,20421053;12,66429638;130,6992034;20,04361989;148,6000919;136,28292;67,15918294;12,64463644;31,66925717;86,96166779;44,55920028;145,1347222;384,7980359;46,40783439;271,9237817;75,27498069;108,4022283;388,5;65,48369948;220,7739228;76,60718502;46,87113167;19,77905954;35,89317567;76,22283256;283,5717949;32,32903917;200,22;304,7685714;311,0978424;24,60065628;59,12593051;69,64416961;;55,23405118;48,27198889;24,02646525;37,85827323
